,10,11,12,13,14,15,16,17,18,19,1,20,21,22,23,24,25,26,27,28,29,2,30,31,32,33,34,35,36,37,38,39,3,40,41,42,43,44,45,46,47,48,49,4,50,51,52,53,54,55,56,57,58,59,5,60,6,7,8,9
1850,0.415670218,0.415670218,0.415670218,0.415670218,0.415670218,0.415670218,0.415670218,0.415670218,0.415670218,0.415670218,0.415670218,0.415663388,0.415663388,0.415663388,0.415663388,0.415663388,0.415663388,0.415663388,0.415663388,0.415663388,0.415663388,0.415670218,0.415663388,0.415663388,0.415663388,0.415663388,0.415663388,0.415663388,0.415663388,0.415663388,0.415663388,0.415663388,0.415670218,0.415674783,0.415674783,0.415674783,0.415674783,0.415674783,0.415674783,0.415674783,0.415674783,0.415674783,0.415674783,0.415670218,0.415674783,0.415674783,0.415674783,0.415674783,0.415674783,0.415674783,0.415674783,0.415674783,0.415674783,0.415674783,0.415670218,0.415674783,0.415670218,0.415670218,0.415670218,0.415670218
1851,0.412632797,0.412632797,0.412632797,0.412632797,0.412632797,0.412632797,0.412632797,0.412632797,0.412632797,0.412632797,0.412632797,0.412631693,0.412631693,0.412631693,0.412631693,0.412631693,0.412631693,0.412631693,0.412631693,0.412631693,0.412631693,0.412632797,0.412631693,0.412631693,0.412631693,0.412631693,0.412631693,0.412631693,0.412631693,0.412631693,0.412631693,0.412631693,0.412632797,0.412630605,0.412630605,0.412630605,0.412630605,0.412630605,0.412630605,0.412630605,0.412630605,0.412630605,0.412630605,0.412632797,0.412630605,0.412630605,0.412630605,0.412630605,0.412630605,0.412630605,0.412630605,0.412630605,0.412630605,0.412630605,0.412632797,0.412630605,0.412632797,0.412632797,0.412632797,0.412632797
1852,0.41217055,0.41217055,0.41217055,0.41217055,0.41217055,0.41217055,0.41217055,0.41217055,0.41217055,0.41217055,0.41217055,0.412163072,0.412163072,0.412163072,0.412163072,0.412163072,0.412163072,0.412163072,0.412163072,0.412163072,0.412163072,0.41217055,0.412163072,0.412163072,0.412163072,0.412163072,0.412163072,0.412163072,0.412163072,0.412163072,0.412163072,0.412163072,0.41217055,0.412169805,0.412169805,0.412169805,0.412169805,0.412169805,0.412169805,0.412169805,0.412169805,0.412169805,0.412169805,0.41217055,0.412169805,0.412169805,0.412169805,0.412169805,0.412169805,0.412169805,0.412169805,0.412169805,0.412169805,0.412169805,0.41217055,0.412169805,0.41217055,0.41217055,0.41217055,0.41217055
1853,0.406530212,0.406530212,0.406530212,0.406530212,0.406530212,0.406530212,0.406530212,0.406530212,0.406530212,0.406530212,0.406530212,0.406540921,0.406540921,0.406540921,0.406540921,0.406540921,0.406540921,0.406540921,0.406540921,0.406540921,0.406540921,0.406530212,0.406540921,0.406540921,0.406540921,0.406540921,0.406540921,0.406540921,0.406540921,0.406540921,0.406540921,0.406540921,0.406530212,0.406535682,0.406535682,0.406535682,0.406535682,0.406535682,0.406535682,0.406535682,0.406535682,0.406535682,0.406535682,0.406530212,0.406535682,0.406535682,0.406535682,0.406535682,0.406535682,0.406535682,0.406535682,0.406535682,0.406535682,0.406535682,0.406530212,0.406535682,0.406530212,0.406530212,0.406530212,0.406530212
1854,0.398672124,0.398672124,0.398672124,0.398672124,0.398672124,0.398672124,0.398672124,0.398672124,0.398672124,0.398672124,0.398672124,0.398679549,0.398679549,0.398679549,0.398679549,0.398679549,0.398679549,0.398679549,0.398679549,0.398679549,0.398679549,0.398672124,0.398679549,0.398679549,0.398679549,0.398679549,0.398679549,0.398679549,0.398679549,0.398679549,0.398679549,0.398679549,0.398672124,0.398676817,0.398676817,0.398676817,0.398676817,0.398676817,0.398676817,0.398676817,0.398676817,0.398676817,0.398676817,0.398672124,0.398676817,0.398676817,0.398676817,0.398676817,0.398676817,0.398676817,0.398676817,0.398676817,0.398676817,0.398676817,0.398672124,0.398676817,0.398672124,0.398672124,0.398672124,0.398672124
1855,0.394032338,0.394032338,0.394032338,0.394032338,0.394032338,0.394032338,0.394032338,0.394032338,0.394032338,0.394032338,0.394032338,0.394039223,0.394039223,0.394039223,0.394039223,0.394039223,0.394039223,0.394039223,0.394039223,0.394039223,0.394039223,0.394032338,0.394039223,0.394039223,0.394039223,0.394039223,0.394039223,0.394039223,0.394039223,0.394039223,0.394039223,0.394039223,0.394032338,0.394058393,0.394058393,0.394058393,0.394058393,0.394058393,0.394058393,0.394058393,0.394058393,0.394058393,0.394058393,0.394032338,0.394058393,0.394058393,0.394058393,0.394058393,0.394058393,0.394058393,0.394058393,0.394058393,0.394058393,0.394058393,0.394032338,0.394058393,0.394032338,0.394032338,0.394032338,0.394032338
1856,0.392730912,0.392730912,0.392730912,0.392730912,0.392730912,0.392730912,0.392730912,0.392730912,0.392730912,0.392730912,0.392730912,0.392731874,0.392731874,0.392731874,0.392731874,0.392731874,0.392731874,0.392731874,0.392731874,0.392731874,0.392731874,0.392730912,0.392731874,0.392731874,0.392731874,0.392731874,0.392731874,0.392731874,0.392731874,0.392731874,0.392731874,0.392731874,0.392730912,0.392710555,0.392710555,0.392710555,0.392710555,0.392710555,0.392710555,0.392710555,0.392710555,0.392710555,0.392710555,0.392730912,0.392710555,0.392710555,0.392710555,0.392710555,0.392710555,0.392710555,0.392710555,0.392710555,0.392710555,0.392710555,0.392730912,0.392710555,0.392730912,0.392730912,0.392730912,0.392730912
1857,0.395998537,0.395998537,0.395998537,0.395998537,0.395998537,0.395998537,0.395998537,0.395998537,0.395998537,0.395998537,0.395998537,0.39600358,0.39600358,0.39600358,0.39600358,0.39600358,0.39600358,0.39600358,0.39600358,0.39600358,0.39600358,0.395998537,0.39600358,0.39600358,0.39600358,0.39600358,0.39600358,0.39600358,0.39600358,0.39600358,0.39600358,0.39600358,0.395998537,0.395990976,0.395990976,0.395990976,0.395990976,0.395990976,0.395990976,0.395990976,0.395990976,0.395990976,0.395990976,0.395998537,0.395990976,0.395990976,0.395990976,0.395990976,0.395990976,0.395990976,0.395990976,0.395990976,0.395990976,0.395990976,0.395998537,0.395990976,0.395998537,0.395998537,0.395998537,0.395998537
1858,0.405451984,0.405451984,0.405451984,0.405451984,0.405451984,0.405451984,0.405451984,0.405451984,0.405451984,0.405451984,0.405451984,0.405455266,0.405455266,0.405455266,0.405455266,0.405455266,0.405455266,0.405455266,0.405455266,0.405455266,0.405455266,0.405451984,0.405455266,0.405455266,0.405455266,0.405455266,0.405455266,0.405455266,0.405455266,0.405455266,0.405455266,0.405455266,0.405451984,0.405448365,0.405448365,0.405448365,0.405448365,0.405448365,0.405448365,0.405448365,0.405448365,0.405448365,0.405448365,0.405451984,0.405448365,0.405448365,0.405448365,0.405448365,0.405448365,0.405448365,0.405448365,0.405448365,0.405448365,0.405448365,0.405451984,0.405448365,0.405451984,0.405451984,0.405451984,0.405451984
