year,CO2,ERF_CO2,ERF_anthro,ERF_volc,ERF_natural,ERF_other_human,ERF_wmghg
1947,310.97742,0.601845233,0.986227783,0.18341388,0.273469058,-0.588709693,1.574937475
1948,311.02942,0.602722056,0.995425804,0.183012698,0.288637262,-0.618972018,1.614397822
1949,311.13992,0.604586703,1.004408528,0.182607381,0.27320858,-0.573412869,1.577821397
1950,311.31866,0.607602203,1.016582157,0.182197972,0.239148708,-0.623400143,1.6399823
1951,311.52695,0.611114177,1.025215222,0.181784427,0.194242291,-0.621535102,1.646750325
1952,311.84418,0.616460121,1.038878593,0.181366773,0.191812162,-0.642759926,1.681638519
1953,312.21957,0.622779989,1.056443304,0.18094502,0.178332719,-0.660777041,1.717220344
1954,312.5801,0.62884289,1.07439459,0.180519124,0.178062828,-0.668675312,1.743069902
1955,312.89963,0.634210889,1.093378865,0.180089122,0.204933852,-0.714584669,1.807963534
1956,313.18756,0.639043797,1.115042436,0.179655026,0.264640015,-0.768827759,1.883870195
1957,313.48584,0.6440461,1.136182056,0.179216783,0.320145473,-0.806013427,1.942195483
1958,313.84317,0.650033679,1.153602156,0.178774449,0.327113417,-0.788348936,1.941951091
1959,314.33322,0.65823488,1.173895762,0.178327997,0.294997776,-0.809661944,1.983557707
1960,315.08557,0.670804602,1.199234397,0.177877443,0.272846806,-0.847791039,2.047025436
1961,315.78238,0.682421934,1.224299836,0.166289319,0.213162077,-0.879302998,2.103602834
1962,316.4977,0.694323734,1.254155377,-0.024382967,-0.010926665,-0.878103181,2.132258558
1963,317.12778,0.704786403,1.288163889,-0.912732776,-0.910852108,-0.935375875,2.223539764
1964,317.7737,0.715493345,1.317037224,-0.665329648,-0.668815582,-0.929916226,2.24695345
1965,318.3507,0.725040713,1.346646461,-0.344913345,-0.345403967,-0.955066884,2.301713346
1966,319.2792,0.740372002,1.381458855,0.108734289,0.13387543,-0.972026355,2.353485211
1967,319.97284,0.751798991,1.415316883,-0.151840982,-0.09498385,-0.992837014,2.408153897
1968,320.83368,0.765949184,1.453506219,-0.035009438,0.038587123,-1.016442729,2.469948948
1969,321.77942,0.781455492,1.49390193,0.051402268,0.127978541,-1.032768796,2.526670726
1970,323.1067,0.803148525,1.54410482,0.047264237,0.125774982,-1.094590077,2.638694897
1971,324.0005,0.817711285,1.586459203,-0.089890468,-0.040053599,-1.093264754,2.679723957
1972,325.85028,0.84773625,1.646511812,0.025605628,0.073664029,-1.152402216,2.798914027
1973,328.1072,0.884161518,1.706720424,0.156062684,0.175353605,-1.160829105,2.867549529
1974,329.06967,0.899625575,1.747364503,0.024223704,0.029396095,-1.141058432,2.888422935
1975,329.3179,0.903606903,1.778652361,-0.223082429,-0.217598026,-1.108904427,2.887556788
1976,330.08688,0.915924408,1.821227563,0.036954312,0.03778974,-1.167276603,2.988504166
1977,331.7293,0.942147504,1.878244626,0.121601632,0.15254619,-1.165680867,3.043925493
1978,333.38974,0.968539387,1.936350977,0.146588282,0.223648173,-1.163958697,3.100309674
1979,335.04727,0.99476719,1.99125195,0.131145784,0.247004332,-1.177676344,3.168928294
1980,336.9834,1.025255574,2.04758805,0.085954727,0.194168988,-1.16897465,3.2165627
1981,338.3278,1.046333067,2.09141017,0.053912348,0.164669504,-1.127929752,3.219339922
1982,339.1348,1.058948811,2.13327546,-0.291765125,-0.224346397,-1.153420314,3.286695774
1983,340.63348,1.082307263,2.173856593,-0.753385418,-0.687791958,-1.074212168,3.248068761
1984,342.3177,1.108446744,2.224976334,-0.289745783,-0.275135037,-1.090482308,3.315458643
1985,343.7958,1.131292655,2.271979688,-0.025879272,-0.028491573,-1.094567782,3.36654747
1986,345.28665,1.154246185,2.322851052,-0.027459557,-0.027950179,-1.086337998,3.40918905
1987,347.17352,1.183170179,2.37726884,0.050499119,0.060882106,-1.122419441,3.499688281
1988,349.47653,1.21828245,2.441743993,0.104509137,0.159915414,-1.114824822,3.556568816
1989,351.1413,1.243534752,2.492337006,0.141584426,0.258847027,-1.09734321,3.589680216
1990,352.38232,1.262289843,2.534377759,0.137264285,0.243091657,-1.109792846,3.644170604
1991,353.59357,1.280537392,2.579262092,-0.575037909,-0.470926602,-1.195354576,3.774616668
1992,354.49472,1.294076691,2.600148191,-1.787631211,-1.704284284,-1.036977715,3.637125907
1993,355.28748,1.30596219,2.62453487,-0.793963177,-0.759477285,-1.03640229,3.66093716
1994,356.61157,1.325761566,2.662562074,-0.087425647,-0.082518466,-1.08278602,3.745348094
1995,358.47745,1.353551101,2.700903415,0.085922264,0.085213234,-0.998286188,3.699189603
1996,360.2,1.379091712,2.736126092,0.148747981,0.135839293,-0.957679555,3.693805647
1997,361.6819,1.400976058,2.777664965,0.169317688,0.172820817,-1.101248275,3.87891324
1998,364.0746,1.436144039,2.827874751,0.170976097,0.221374587,-1.058344042,3.886218793
1999,365.99606,1.464236274,2.858963925,0.17446292,0.259369906,-0.903281428,3.762245353
2000,367.3839,1.484445307,2.88550592,0.175109766,0.285118094,-0.860955813,3.746461733
2001,368.9653,1.507389013,2.916340803,0.169849353,0.269296084,-0.856170005,3.772510809
2002,371.09082,1.538090881,2.961335131,0.176633147,0.281368477,-0.937873149,3.89920828
2003,373.47882,1.572398063,3.005850804,0.160278112,0.203640737,-0.976545724,3.982396528
2004,375.2173,1.597250293,3.043497114,0.171193017,0.187769436,-0.968590709,4.012087824
2005,377.10568,1.624130644,3.081784749,0.143467141,0.133584966,-1.0009884,4.082773149
2006,379.11255,1.652566586,3.1183832,0.128362066,0.112473666,-1.035672264,4.154055465
2007,380.82916,1.676783353,3.158029619,0.114754039,0.087352406,-0.985252699,4.143282318
2008,382.8151,1.704679367,3.195477507,0.131293399,0.101411273,-0.928302073,4.123779581
2009,384.53223,1.728696028,3.227223379,0.104192286,0.074247758,-0.852376727,4.079600107
2010,386.81888,1.760531588,3.279692039,0.136801577,0.129009881,-0.838306673,4.117998712
2011,389.04242,1.791328728,3.321239111,0.09815763,0.124734025,-0.815487732,4.136726844
2012,391.20496,1.821131558,3.3676717,0.133749723,0.174694257,-0.833035319,4.20070702
2013,393.7089,1.85545858,3.412516039,0.156764925,0.20597777,-0.741866943,4.154382982
2014,395.7054,1.882690519,3.459395714,0.038630025,0.097733641,-0.737282279,4.196677992
2015,398.11722,1.91542565,3.489028317,0.038630025,0.067827318,-0.673696591,4.162724909
2016,401.1187,1.955920954,3.533302216,0.038630025,0.031042799,-0.675565062,4.208867277
2017,403.89798,1.9931801,3.588709512,0.038630025,0.021163444,-0.678522148,4.26723166
2018,406.87363,2.032822054,3.656979983,0.038630025,0.01716247,-0.690324657,4.34730464
2019,409.97247,2.073835037,3.735610821,0.038630025,0.016457153,-0.687574012,4.423184833
2020,413.1694,2.11586117,3.819284906,0.038630025,0.021661391,-0.681742614,4.50102752
2021,416.45343,2.158735209,3.877508649,0.038630025,0.058187267,-0.677946109,4.555454758
2022,419.8168,2.202338246,3.936558297,0.038630025,0.098023085,-0.67374132,4.610299617
2023,423.2405,2.24640984,3.9961779,0.038630025,0.120611623,-0.669215991,4.66539389
2024,426.7283,2.290986019,4.056353042,0.038630025,0.129467279,-0.66441644,4.720769482
2025,430.2708,2.335935592,4.116992322,0.038630025,0.107422289,-0.659272583,4.776264905
2026,433.8815,2.381417851,4.178307158,0.038630025,0.082437117,-0.654105461,4.832412619
2027,437.5587,2.427399036,4.240111262,0.038630025,0.056999485,-0.64876274,4.888874002
2028,441.3065,2.47391661,4.302320242,0.038630025,0.046790141,-0.643278958,4.9455992
2029,445.11514,2.520837762,4.364863626,0.038630025,0.029812024,-0.637680449,5.002544075
2030,448.99734,2.568305751,4.427935548,0.038630025,0.020733466,-0.632258588,5.060194136
2031,452.9486,2.616252337,4.490288334,0.038630025,0.011800357,-0.626491547,5.116779881
2032,456.96173,2.664578209,4.552811911,0.038630025,0.013791108,-0.620827824,5.173639735
2033,461.01407,2.713002646,4.615022398,0.038630025,0.035616767,-0.615149574,5.230171971
2034,465.11768,2.761665009,4.677130722,0.038630025,0.073896715,-0.609788349,5.286919071
2035,469.27164,2.81054592,4.739279808,0.038630025,0.078460677,-0.604339436,5.343619243
2036,473.48184,2.859706825,4.801628839,0.038630025,0.095527266,-0.599136086,5.400764925
2037,477.73688,2.909008497,4.864135746,0.038630025,0.078392419,-0.593772413,5.457908159
2038,482.0512,2.958610356,4.927004397,0.038630025,0.077705951,-0.58836149,5.515365888
2039,486.42194,3.008470026,4.990214008,0.038630025,0.053165716,-0.583067322,5.573281329
2040,490.85458,3.058642838,5.053859125,0.038630025,0.030036561,-0.57763668,5.631495805
2041,495.33698,3.108982106,5.116175256,0.038630025,0.009801815,-0.573754026,5.689929281
2042,499.87555,3.159553441,5.178748566,0.038630025,0.004230226,-0.56995348,5.748702046
2043,504.46216,3.210260062,5.241422295,0.038630025,0.006898225,-0.56626079,5.807683086
2044,509.10104,3.261141899,5.304244695,0.038630025,0.019313332,-0.562683011,5.866927706
2045,513.7804,3.312065227,5.367029412,0.038630025,0.055451394,-0.55923727,5.926266682
2046,518.51465,3.36318168,5.429943557,0.038630025,0.079994065,-0.555930142,5.9858737
2047,523.3006,3.414450596,5.49298089,0.038630025,0.107462508,-0.552716324,6.045697215
2048,528.14453,3.465932571,5.556269197,0.038630025,0.110096892,-0.549548027,6.105817223
2049,533.0326,3.517474812,5.619749723,0.038630025,0.08781107,-0.546339439,6.166089162
2050,537.9809,3.569241592,5.683626411,0.038630025,0.05328941,-0.542999855,6.226626266
2051,542.985,3.621178672,5.745604561,0.038630025,0.036269769,-0.537900896,6.283505457
2052,548.04645,3.673296815,5.807804105,0.038630025,0.020597055,-0.53269311,6.340497215
2053,553.14764,3.725409698,5.870010307,0.038630025,0.009360297,-0.52743981,6.397450117
2054,558.305,3.777680103,5.932355501,0.038630025,0.013666828,-0.522350256,6.454705757
2055,563.5145,3.830062367,5.994747157,0.038630025,0.0345817,-0.517403288,6.512150445
2056,568.78186,3.882607787,6.057207961,0.038630025,0.060472196,-0.512500024,6.569707985
2057,574.09265,3.935168812,6.119654909,0.038630025,0.061240793,-0.50780078,6.627455688
2058,579.46454,3.987915212,6.182303473,0.038630025,0.065528946,-0.503053347,6.68535682
2059,584.8916,4.040781413,6.245067417,0.038630025,0.068755959,-0.498297914,6.74336533
2060,590.38153,4.093837744,6.308079245,0.038630025,0.047232115,-0.493466102,6.801545348
2061,595.9172,4.146913051,6.371262902,0.038630025,0.028992074,-0.487842536,6.859105438
2062,601.51587,4.200167719,6.434684297,0.038630025,0.01399038,-0.48239295,6.917077248
2063,607.1714,4.253538234,6.498234215,0.038630025,0.00868571,-0.476933496,6.975167711
2064,612.89,4.307076627,6.561949454,0.038630025,0.006724511,-0.471376539,7.033325993
2065,618.6559,4.360629548,6.625646164,0.038630025,0.013155129,-0.465911235,7.091557399
2066,624.4858,4.414348227,6.689424079,0.038630025,0.041730829,-0.460539614,7.149963693
2067,630.3755,4.468189241,6.753227092,0.038630025,0.067264714,-0.455423582,7.208650674
2068,636.33167,4.52220586,6.817145837,0.038630025,0.08141253,-0.450156679,7.267302515
2069,642.3366,4.576232627,6.881103811,0.038630025,0.075673088,-0.445056332,7.326160142
2070,648.4091,4.630433767,6.945295657,0.038630025,0.059887859,-0.439897884,7.38519354
2071,654.5434,4.684751936,7.00954823,0.038630025,0.037374974,-0.434539561,7.444087791
2072,660.74585,4.739238062,7.074030722,0.038630025,0.026480863,-0.42918607,7.503216792
2073,666.9971,4.793716314,7.138539458,0.038630025,0.018366579,-0.423697634,7.562237092
2074,673.31647,4.848351126,7.203235371,0.038630025,0.006536292,-0.418180884,7.621416256
2075,679.69855,4.903090104,7.268044975,0.038630025,0.001718189,-0.412602498,7.680647473
2076,686.1502,4.957985472,7.333012641,0.038630025,-0.003118904,-0.407249377,7.740262018
2077,692.65283,5.012874515,7.397947232,0.038630025,0.003240721,-0.401943819,7.799891051
2078,699.2251,5.067910563,7.462964402,0.038630025,0.021142244,-0.39662866,7.859593063
2079,705.8618,5.123044012,7.527997097,0.038630025,0.040504238,-0.391267356,7.919264452
2080,712.56964,5.178324353,7.59312388,0.038630025,0.05411419,-0.386199655,7.979323535
2081,719.33044,5.233597945,7.658942465,0.038630025,0.055874961,-0.381095486,8.040037951
2082,726.16925,5.289063883,7.724923749,0.038630025,0.054791084,-0.376127748,8.101051497
2083,733.0856,5.34471111,7.791039297,0.038630025,0.040375629,-0.370929018,8.161968314
2084,740.08704,5.400592255,7.857323933,0.038630025,0.033698479,-0.365836105,8.223160038
2085,747.1525,5.456532548,7.923615547,0.038630025,0.012051804,-0.360674177,8.284289723
2086,754.3046,5.512703581,7.990077918,0.038630025,0.000103379,-0.355649266,8.345727184
2087,761.535,5.56903269,8.056588962,0.038630025,-0.000867918,-0.350620647,8.407209609
2088,768.85175,5.625575003,8.123192003,0.038630025,0.000823057,-0.345665851,8.468857854
2089,776.23175,5.68214555,8.189669979,0.038630025,0.017513248,-0.340704503,8.530374482
2090,783.6991,5.738924008,8.256173545,0.038630025,0.045244038,-0.335917829,8.592091374
2091,791.24524,5.795835755,8.322503414,0.038630025,0.065657682,-0.329472119,8.651975533
2092,798.8825,5.852966204,8.388884507,0.038630025,0.092175613,-0.32307101,8.711955517
2093,806.58997,5.910153248,8.455246289,0.038630025,0.081213903,-0.316956685,8.772202974
2094,814.3914,5.967565867,8.521872925,0.038630025,0.058947293,-0.310841804,8.832714728
2095,822.27924,6.025138512,8.588680475,0.038630025,0.04127153,-0.304710222,8.893390698
2096,830.26166,6.082924618,8.655719349,0.038630025,0.020608862,-0.298604345,8.954323694
2097,838.31433,6.140739813,8.722745372,0.038630025,0.013553862,-0.292259238,9.01500461
2098,846.4618,6.198754091,8.789914402,0.038630025,0.006997983,-0.286021066,9.075935468
2099,854.69696,6.256909213,8.857130879,0.038630025,0.016504254,-0.279872887,9.137003766
2100,863.0186,6.315188523,8.924324356,0.038630025,0.038408887,-0.273724482,9.198048838
