,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
1990,286.77097,286.81403,286.81866,286.75058,286.83954,286.79474,286.80258,286.93344,286.8058,286.73965,286.6793,286.821,286.77817,286.65958,286.87527,286.73138,286.7444,286.88412,286.80444,286.67026,286.6561,286.65378,286.79602,286.84427,286.8355,286.7621,286.7687,286.62436,286.81265,286.84366,286.82925,286.76013,286.87256,286.6929,286.7346,286.75162,286.521,286.6295,286.75803,286.82617,286.72037,286.82578,286.64236,286.67346,286.85178,286.74084,286.64465,286.7579,286.6904,286.76108,286.71768,286.79224,286.78122,286.6893,286.83447,286.81384,286.71445,286.91403,286.81235,286.63382
1991,286.71268,286.8242,286.64185,286.76,286.68893,286.7247,286.6783,286.77878,286.83636,286.66513,286.70084,286.66275,286.6931,286.64203,286.7539,286.9439,286.7754,286.7373,286.8085,286.55777,286.6743,286.7906,286.72894,286.60654,286.68777,286.71735,286.8516,286.71448,286.71793,286.70752,286.74625,286.83057,286.7219,286.6599,286.74808,286.71246,286.70126,286.64383,286.75165,286.77408,286.78702,286.63794,286.65396,286.77423,286.6924,286.89395,286.66013,286.68237,286.6113,286.79373,286.7282,286.62918,286.77902,286.5929,286.76038,286.81494,286.61838,286.7919,286.78424,286.64227
1992,286.54346,286.74893,286.64566,286.6508,286.45114,286.78076,286.49478,286.64627,286.62985,286.4509,286.4924,286.4311,286.49854,286.36066,286.6918,286.68185,286.56174,286.62134,286.5715,286.61578,286.65366,286.59317,286.62527,286.47943,286.56116,286.52567,286.62924,286.48676,286.45706,286.5114,286.53983,286.60983,286.64276,286.61697,286.3986,286.63675,286.60706,286.55338,286.49643,286.51913,286.503,286.55557,286.5427,286.49704,286.63705,286.541,286.4456,286.4623,286.63373,286.64282,286.6154,286.66348,286.68405,286.44357,286.6483,286.66403,286.61758,286.60086,286.72433,286.4929
1993,286.5939,286.78,286.73856,286.72797,286.53256,286.61874,286.50195,286.74698,286.72256,286.56116,286.56674,286.45944,286.64862,286.68124,286.6551,286.48676,286.6788,286.7792,286.64432,286.7447,286.6381,286.53543,286.69736,286.75406,286.6688,286.49954,286.49374,286.65305,286.5025,286.72714,286.629,286.606,286.7037,286.6262,286.47183,286.74097,286.73862,286.8213,286.52066,286.50415,286.5817,286.6817,286.71625,286.4572,286.57184,286.5776,286.5468,286.69016,286.66037,286.6165,286.74832,286.5858,286.45435,286.55588,286.59985,286.7558,286.69922,286.6189,286.74484,286.63687
1994,286.60806,286.6651,286.72623,286.7192,286.7352,286.64236,286.56967,286.5967,286.56046,286.75595,286.75818,286.64236,286.73248,286.85022,286.72574,286.59882,286.6925,286.8495,286.64392,286.6623,286.57544,286.76508,286.71878,286.68253,286.6088,286.59055,286.51486,286.6346,286.61368,286.8382,286.5615,286.8329,286.72433,286.69928,286.56693,286.66605,286.63428,286.6976,286.69193,286.54803,286.639,286.64676,286.7952,286.6517,286.71042,286.73404,286.5881,286.82016,286.71457,286.78265,286.73837,286.61002,286.54,286.6638,286.74716,286.57397,286.6514,286.68146,286.69565,286.78793
1995,286.85214,286.66553,286.79153,286.7059,286.67422,286.68274,286.8251,286.6748,286.64725,286.70822,286.64124,286.59933,286.69052,286.6497,286.85196,286.7756,286.69482,286.89243,286.68872,286.65744,286.55716,286.63974,286.7018,286.71457,286.72964,286.907,286.70404,286.69058,286.6175,286.85983,286.63623,286.79984,286.8943,286.87595,286.72702,286.7291,286.76868,286.6829,286.84586,286.6083,286.85464,286.64862,286.82773,286.72058,286.82562,286.7327,286.61163,286.84543,286.62393,286.92383,286.71695,286.71454,286.7888,286.74753,286.77115,286.5088,286.63727,286.54648,286.79105,286.80026
1996,286.86728,286.79892,286.8767,286.70316,286.6409,286.61606,286.8835,286.7076,286.81027,286.74698,286.75223,286.63907,286.77652,286.75125,286.87363,286.90897,286.78696,286.97784,286.86572,286.70496,286.7181,286.6455,286.75046,286.89154,286.6976,286.8009,286.76758,286.85754,286.6569,286.81094,286.73895,286.79083,286.73114,286.80832,286.67303,286.70328,286.80103,286.86032,286.9052,286.83865,286.71796,286.67172,286.76242,286.90936,286.79004,286.73032,286.6399,286.9631,286.73984,286.70554,286.7252,286.89035,286.8623,286.87033,286.78256,286.65585,286.6763,286.8341,286.8985,286.94553
1997,286.86652,286.82257,286.7156,286.81546,286.8461,286.80515,286.88016,286.7483,286.8751,286.70456,286.8405,286.74527,286.73056,286.81107,286.87595,286.7628,286.79367,286.8679,286.9872,286.83008,286.7233,286.8745,286.91672,286.82462,286.60272,286.76654,286.79666,286.98706,286.7321,286.91357,286.7975,286.7928,286.7578,286.8974,286.72076,286.9435,286.7242,286.97263,286.84747,287.04935,286.73154,286.73587,286.74847,286.92197,286.85776,286.76218,286.68582,286.96017,286.81607,286.76608,286.8706,286.93845,286.83365,286.89914,286.71408,286.84424,286.67148,286.80392,286.80063,286.97363
1998,286.79852,286.88016,286.77246,286.8472,286.9587,286.8648,286.79553,286.87027,286.84372,286.7657,287.01608,286.7934,286.65158,286.97006,286.76428,286.87622,286.85562,286.94168,286.90738,286.90778,286.7555,287.01416,286.8859,286.82217,286.7309,286.92477,286.8797,286.80893,286.80032,286.7338,286.74774,286.83105,286.8818,286.928,286.83353,286.91772,286.88077,287.08273,286.75537,286.9196,286.7818,286.75525,286.8529,287.02878,286.8533,286.86874,286.95654,286.8574,287.06265,286.7454,286.90677,286.79694,286.80872,286.81726,286.78613,286.91757,286.81927,286.64645,286.70868,286.8749
1999,286.85574,286.83636,286.84305,286.67642,286.96414,286.96878,286.9034,287.17502,286.9915,286.88425,286.94418,286.75027,286.7195,287.04324,286.762,286.9622,286.87338,287.02835,286.90497,286.83188,286.7656,286.84152,287.01974,287.0336,286.80634,286.89066,286.9553,286.7249,286.7424,286.79065,287.0001,286.9535,286.8159,286.7454,286.8695,286.77676,286.90247,287.02734,286.75272,286.8986,286.92416,286.9109,286.93497,287.0288,286.96844,286.93063,286.93668,286.77258,286.953,286.86243,286.7211,286.86496,286.81662,286.8697,286.92856,286.90298,286.8742,286.8048,286.8768,286.9129
2000,286.8301,286.8226,286.8493,286.9321,286.94635,286.91995,286.95197,287.20718,287.04605,286.8036,286.98502,286.98624,286.72034,286.96036,286.8804,286.9009,286.92245,287.04688,286.90256,286.7596,286.86252,286.82477,287.12296,286.96753,286.91708,287.01083,287.01,286.79105,286.77942,286.93762,287.05734,286.99417,286.98636,286.812,286.97635,286.89798,286.86063,287.00787,286.77267,286.96863,287.04498,286.81522,286.89774,287.08716,287.00327,287.09897,286.95206,286.78653,286.90698,287.05402,286.7833,286.95197,286.91904,286.95145,287.03366,287.05392,286.86633,286.91547,287.0905,286.98346
2001,286.84232,286.988,287.0246,287.01834,287.08743,286.89853,287.01675,286.9271,287.0732,286.92838,287.02997,286.9731,286.7231,286.8775,287.01965,286.9277,287.0958,286.9719,286.863,286.9324,287.04965,286.933,286.99484,286.82425,286.8128,287.02557,287.0908,286.95688,286.94363,286.77097,286.95166,286.9604,287.0303,286.9592,286.99673,286.89648,286.93826,287.0233,286.83328,286.99738,287.09756,286.8961,286.9608,286.93134,287.06747,287.0807,286.8462,286.965,287.10794,286.89948,286.8325,287.03732,286.94012,286.98,287.04788,286.9802,287.0342,286.89432,286.97983,286.9926
2002,286.92996,286.9205,287.02304,286.96127,287.09775,286.92465,287.01602,287.00308,287.1223,287.0676,287.1616,287.03268,287.0057,287.0622,287.11203,286.95566,287.1677,286.99777,286.8815,286.86246,286.9471,287.0461,287.02457,286.88138,286.7808,286.9559,287.2712,287.07153,287.01794,287.0037,287.02444,286.93668,286.87082,287.04758,286.86905,286.9489,286.91425,287.0105,286.9199,286.99826,287.08582,286.98102,287.00137,286.7995,287.0067,287.0687,286.73706,286.89447,286.9954,286.9667,286.99295,286.9854,286.97272,287.01688,287.0301,286.9508,287.14487,286.974,287.02496,286.88107
2003,287.06903,287.09518,286.87872,287.0097,287.22318,286.9647,287.03488,287.14096,287.02737,286.97598,287.21152,287.07413,286.89093,287.00317,287.03836,287.02945,287.2473,286.91226,287.05075,286.89996,286.93082,286.97986,287.09506,287.02594,286.77338,287.02988,287.06256,287.1215,286.9153,286.975,287.09723,287.08176,286.99316,286.93643,287.00803,286.87906,286.90643,286.8791,286.8939,287.02472,287.11737,286.9464,287.1108,286.84763,287.14645,287.03308,286.84555,286.98953,286.8336,287.0919,287.00305,286.99448,286.96762,286.89844,286.8517,286.9675,287.16833,287.03516,287.0622,287.13156
2004,286.99234,287.03915,286.85495,287.0931,287.26816,287.0878,287.15457,286.9445,287.11072,287.01007,287.1846,287.1088,286.87982,286.9845,287.0619,286.9692,287.04446,287.04468,286.95007,287.0698,286.9983,287.09158,286.95792,286.9708,286.94278,287.04233,287.09787,287.02444,286.91675,286.95377,287.11426,287.085,287.09525,287.20004,287.0024,286.8605,287.1143,287.1561,286.8817,286.98575,287.04727,286.9084,287.13867,287.0465,287.034,287.12158,286.94345,287.10907,286.88263,286.9688,286.84387,287.1283,286.91837,286.88998,286.9003,286.9861,286.8782,286.99924,287.08658,287.03677
2005,287.06912,287.04343,286.93954,287.06433,287.15527,287.01486,287.0777,286.9663,287.01505,287.07672,286.8833,287.12186,286.94797,286.90457,286.97385,286.96127,287.04108,287.02194,286.84598,286.9955,286.93225,287.24704,286.77072,286.9172,286.9496,287.0078,287.2059,287.07364,287.00674,287.03384,287.04196,286.94785,287.06863,287.17932,287.12897,287.01816,286.9408,287.21658,287.0931,286.98972,287.03043,286.84775,287.08148,287.10297,286.98087,287.05374,286.99966,287.21228,286.92917,286.8689,286.84833,287.01517,287.06976,286.96362,286.99518,287.03006,286.9191,286.87558,287.01065,287.03076
2006,287.0381,286.94534,286.95547,286.97556,287.12195,286.94394,286.96005,287.1523,287.06445,287.0487,287.02847,286.91986,286.98325,287.19034,287.07104,287.11966,287.08395,287.0193,286.9689,287.06467,287.06985,287.0043,286.83105,287.06958,287.0275,286.98825,286.96954,287.05203,286.97888,287.12997,287.15933,287.12238,286.8694,287.04932,287.05444,287.082,287.07025,287.0237,287.08914,287.19107,287.0033,286.9993,286.8087,286.89584,286.93518,287.13535,286.93204,287.1117,286.99918,287.18344,287.05502,287.0922,286.93567,287.12634,287.0842,287.0613,287.03934,287.16165,287.02966,287.01224
2007,286.94623,287.15,286.91953,286.94125,287.12042,287.0779,287.1316,287.04388,287.08856,286.95813,287.03275,286.95206,287.02872,287.01877,287.06262,287.07422,287.25027,287.18808,287.0914,286.98654,286.9644,286.94232,286.98068,287.21866,287.0031,286.93344,286.9021,286.96338,287.0231,287.18896,286.959,286.98798,286.9241,286.90982,286.96646,287.00217,287.14883,287.04044,286.98746,287.2368,286.87268,286.95453,286.98514,287.0012,287.10992,287.1339,286.92874,287.01694,287.03247,287.19037,286.95493,287.06046,287.21152,286.98386,286.91028,286.99988,287.0745,286.99014,286.96152,287.08716
2008,286.94867,287.24478,286.92368,287.04257,286.99326,287.04904,287.07462,286.99994,287.03613,286.91092,287.0972,286.99002,286.92075,286.91733,286.99045,286.95917,287.10132,287.05142,287.14096,286.96698,286.988,287.06424,286.98636,287.05762,286.93942,287.0378,287.06656,287.0791,287.1857,287.09766,286.95187,287.0209,287.069,286.9979,286.963,287.10025,287.09744,287.0428,286.83707,287.1712,286.9723,286.9492,287.04318,287.1051,286.95908,286.90167,287.1345,286.8691,287.10147,287.2112,287.0365,287.11758,286.9998,287.05777,286.9526,287.0256,286.85678,287.04388,286.97287,287.0615
2009,286.96664,287.08853,287.00552,287.11163,287.04144,287.18607,287.1022,287.0362,286.89102,287.09854,287.14307,286.9921,286.91205,286.94788,287.09137,287.05707,287.05872,287.005,287.07727,287.08145,286.91684,287.03513,286.9736,287.17395,286.9599,287.11597,287.11386,287.23083,287.09915,287.17807,286.92722,287.1425,287.09866,287.05026,287.04727,287.08994,287.1953,286.96292,286.96802,287.03516,286.85068,286.9499,287.07803,287.11688,286.9498,286.94916,287.18274,286.90164,287.0226,287.13574,287.028,287.0516,286.86697,286.96838,286.99777,287.15317,287.01944,287.12064,287.05652,286.9668
2010,287.13904,287.0339,287.1351,287.06818,287.05392,287.05942,287.01926,286.9942,287.1061,287.1962,286.96463,287.19424,287.01102,287.1754,287.13388,287.01993,287.13217,287.1046,287.08304,287.25516,286.9855,287.07498,287.06345,287.09268,286.97995,286.93622,287.07605,287.0022,287.12225,287.16818,287.07443,287.12076,286.90628,287.03378,286.9428,287.0356,287.07983,287.04462,287.03378,287.05438,286.80698,287.06357,287.15167,287.10056,286.96762,287.04843,287.1569,287.0917,287.126,286.92892,287.1993,287.05014,286.84723,287.10483,287.1967,287.22592,287.07144,287.03574,286.8956,287.01834
2011,287.01456,287.16345,287.17258,287.06302,287.03873,287.045,287.27432,286.96582,287.1215,287.11264,287.02866,286.98672,287.13672,287.2537,287.21686,287.02878,286.9753,287.14737,286.97183,287.16394,287.02,287.10687,286.97775,287.04276,287.08875,287.1437,287.1243,286.93588,287.07864,287.30353,286.97174,286.9991,287.05872,287.0936,287.12332,287.16843,286.95135,287.19052,287.1581,286.95877,287.00882,287.02643,287.144,287.07635,287.07468,287.11288,287.03397,287.2912,287.09863,286.90768,287.10553,287.00668,286.9207,287.13507,287.06476,287.00018,287.2412,287.0746,287.08966,287.2371
2012,287.15817,287.0895,287.07565,287.09286,287.10507,287.1415,287.15854,286.92184,287.025,287.19598,287.08832,287.0266,287.16885,287.1367,287.2128,287.1007,287.06448,287.2371,287.071,287.14322,287.07642,287.17422,287.0349,287.00204,287.1422,287.09427,287.05243,286.98547,287.07437,287.24585,287.07285,286.937,287.06644,287.22513,287.30386,287.03714,287.13766,286.97702,287.2515,287.06686,287.1215,287.10373,286.93338,287.0553,287.07175,287.18607,286.97067,287.18265,286.90573,286.97473,287.1204,287.0297,287.07452,286.9864,287.1369,287.0722,287.20264,286.9849,287.0622,287.2479
2013,287.18063,287.0185,287.16263,286.98837,286.94778,287.0337,286.99887,287.0116,287.2324,287.212,287.0803,287.20898,287.18253,287.09286,287.2578,287.01413,287.19803,287.0926,287.0107,287.266,287.1453,287.21475,287.04926,287.16437,287.0369,287.05328,287.05704,287.05624,287.06458,287.13452,287.06683,286.9701,287.34335,287.30478,287.25894,287.03616,287.1652,287.1027,286.9594,287.06247,287.08463,287.30786,287.24182,287.11395,287.08536,287.29135,286.92947,287.14017,287.02563,287.0441,287.09827,287.17758,287.18137,287.13095,287.12064,287.0841,287.139,287.08047,287.18994,287.1395
2014,287.23465,286.9785,287.0912,287.08273,287.0657,287.14297,287.16522,287.08444,287.10837,287.04553,287.176,287.1321,287.28732,287.15552,287.20825,287.1391,287.0456,287.25922,287.21054,287.20377,287.1067,287.22916,287.1741,287.19272,286.97623,287.30518,287.24988,286.9928,287.17767,287.2129,287.16037,287.09726,287.3072,287.1961,287.2003,287.21262,287.13742,287.03256,287.0285,287.17905,287.1351,287.10715,287.2866,287.0245,287.02347,287.13348,286.96243,287.26187,287.1296,287.2293,287.06985,287.1952,287.02838,287.18158,287.1389,287.01962,287.34183,287.06168,287.18185,287.13525
2015,287.17496,287.1769,287.16232,287.11563,287.25848,287.2554,287.04297,287.1246,286.87848,287.1179,287.1437,287.0873,287.31125,287.08,286.9735,287.09378,287.11575,287.25253,287.18735,287.11685,287.07974,287.21658,287.366,287.13647,287.24884,287.4031,287.29065,287.1485,287.2715,287.19406,287.3325,287.0884,287.22614,287.22845,287.1633,287.19827,287.1496,287.0414,287.1654,287.17636,287.1512,287.11243,287.1729,287.27863,287.19843,287.1448,287.1716,287.07553,287.03384,287.25455,287.1106,287.16055,287.07925,287.12137,287.16766,287.08023,287.22665,287.12546,287.22702,287.128
2016,287.12888,287.1313,287.21432,287.14218,287.36646,287.19672,287.15652,287.3695,286.9804,287.151,287.06857,287.09485,287.1521,287.23605,287.0952,287.15506,287.14285,287.04297,287.10187,287.11172,287.05276,287.13608,287.16895,287.06223,287.20966,287.25842,287.2748,287.23663,287.02713,287.12552,287.16165,287.07278,287.1781,287.28763,287.0712,287.29272,287.16415,287.23337,287.1397,287.27512,287.13156,287.1621,287.22446,287.37735,287.02518,287.20773,287.24054,287.07758,287.1289,287.086,287.06512,287.07535,287.1903,287.17133,287.32605,287.19766,287.07565,287.1464,287.19806,287.2534
2017,287.32846,287.15158,287.29233,287.12674,287.25488,287.29092,287.13638,287.2633,287.07877,287.2314,287.03537,287.1628,287.12064,287.2452,287.21536,287.27072,287.19257,287.21503,287.24484,287.2117,287.25247,287.04166,286.99878,287.24332,287.236,287.20255,287.3894,287.41,287.11887,287.15158,287.22287,287.03845,287.1172,287.19864,287.36505,287.37155,287.3199,287.41348,287.2148,287.1814,287.1488,287.15787,287.2435,287.18555,287.03134,287.1267,287.15952,287.04556,287.11975,287.2551,287.32272,287.1563,287.18027,287.3039,287.2619,287.2795,287.16107,287.19458,287.30798,287.15536
2018,287.27597,287.21603,287.14456,287.1945,287.24115,287.35193,287.16885,287.25256,287.0763,287.17758,287.0469,287.01663,287.27307,287.12076,287.14072,287.23184,287.1528,287.30176,287.21082,287.13803,287.30957,287.08188,287.0491,287.24393,287.3589,287.37747,287.29822,287.34067,287.18503,287.2216,287.21542,287.05133,287.11252,287.14597,287.3842,287.38882,287.33224,287.2508,287.0868,287.17422,287.1241,287.18643,287.2776,287.15732,287.2296,286.98703,287.22263,287.26498,287.14377,287.34787,287.3574,287.2935,287.15115,287.20975,287.35098,287.34653,287.37082,287.19455,287.1283,287.1095
2019,287.22067,287.30478,287.13626,287.2172,287.22513,287.26385,287.39096,287.2537,287.3004,287.26334,287.05008,287.02246,287.1802,287.18808,287.15805,287.37723,287.23273,287.4164,287.22763,287.0851,287.2679,287.31708,287.20242,287.25858,287.34116,287.36807,287.11234,287.20517,287.09164,287.2721,287.19595,287.2751,287.2313,287.1047,287.11124,287.27646,287.1438,287.163,287.24902,287.1731,287.21658,287.16605,287.16727,287.15775,287.32236,287.1442,287.17557,287.2678,287.13336,287.2847,287.3008,287.2821,287.22073,287.32755,287.37778,287.31076,287.36795,287.33496,287.18106,287.23764
2020,287.23914,287.25958,287.17874,287.15955,287.19775,287.2893,287.3141,287.35886,287.29462,287.28015,287.20956,287.00543,287.3011,287.1856,287.27823,287.24185,287.3611,287.37308,287.29303,287.19885,287.36942,287.41208,287.46262,287.23828,287.2634,287.20853,287.20712,287.16913,287.24884,287.28653,287.26672,287.36508,287.32727,287.06033,287.11365,287.1296,287.1743,287.36258,287.4455,287.2694,287.21347,287.18628,287.2776,287.14218,287.19873,287.36887,287.0965,287.29422,287.11264,287.13803,287.2631,287.22867,287.34412,287.24625,287.22803,287.37262,287.21927,287.27945,287.18008,287.2827
2021,287.3893,287.25772,287.26974,287.2725,287.06705,287.08585,287.2956,287.35214,287.21094,287.21814,287.13428,287.2463,287.32083,287.25775,287.33667,287.28558,287.12842,287.28806,287.4302,287.26028,287.38034,287.3149,287.26584,287.34393,287.40384,287.49808,287.17267,287.31683,287.3343,287.38376,287.2588,287.34503,287.38553,287.16006,287.22665,287.25546,287.34372,287.34348,287.31778,287.31854,287.30643,287.17636,287.36002,287.3401,287.06064,287.31247,287.1276,287.47855,287.16925,287.1859,287.378,287.22104,287.246,287.3076,287.1417,287.54175,287.31583,287.26715,287.2785,287.2197
2022,287.32074,287.2391,287.5272,287.4125,287.1624,287.24124,287.28284,287.406,287.25333,287.32977,287.36887,287.31726,287.44946,287.3823,287.14386,287.41727,287.20792,287.4172,287.27478,287.24823,287.37106,287.2134,287.18808,287.3703,287.325,287.4578,287.2804,287.38583,287.25357,287.3763,287.216,287.46744,287.27686,287.33664,287.25598,287.21567,287.2581,287.28113,287.22983,287.47305,287.29752,287.11856,287.4066,287.39664,287.1526,287.21158,287.337,287.54,287.14297,287.1987,287.20142,287.16003,287.3875,287.4437,287.44046,287.32846,287.3861,287.3641,287.30124,287.2632
2023,287.24164,287.3611,287.4497,287.4229,287.39676,287.24792,287.29272,287.34677,287.47772,287.25665,287.52652,287.0799,287.33453,287.55154,287.28043,287.48352,287.29132,287.3746,287.28195,287.28763,287.28067,287.31396,287.16797,287.35483,287.1908,287.31918,287.3522,287.27872,287.24442,287.43146,287.24872,287.48422,287.26096,287.39478,287.4573,287.24527,287.3927,287.2756,287.3533,287.5898,287.42798,287.1563,287.5045,287.40457,287.34006,287.303,287.34402,287.29883,287.22174,287.20782,287.2097,287.39926,287.5894,287.38425,287.5115,287.47357,287.36453,287.32928,287.3209,287.2521
2024,287.3068,287.39603,287.36893,287.55002,287.38754,287.3151,287.46863,287.2357,287.55765,287.23126,287.51358,287.35974,287.26822,287.24887,287.25656,287.4728,287.3159,287.29034,287.27292,287.25848,287.1708,287.37524,287.29138,287.3846,287.3751,287.40228,287.59152,287.30463,287.32837,287.50168,287.41904,287.33286,287.34238,287.4327,287.44678,287.26965,287.4822,287.3204,287.44662,287.4059,287.34775,287.4004,287.60385,287.38474,287.39105,287.35657,287.23257,287.46594,287.4565,287.21066,287.36673,287.447,287.61685,287.37265,287.39914,287.43216,287.31534,287.205,287.35086,287.23395
